source,target,relationship_type,qualificacao_socio
WALTER FRANCISCO SAMPAIO FILHO,OGON SUSHI CULINARIA JAPONESA LTDA,socio_to_company,49
ANGELO ANTONIO RIBEIRO DA SILVA,DM COMPILACOES E INFORMACOES LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,RESIDENCIAL ATLANTICA SPE LTDA,socio_to_company,22
VIVIANE YAMAMOTO KLOCK,SETI PRE-MOLDADOS LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,VALEBELLA PARTICIPACOES LTDA,socio_to_company,49
JULIANA SANTOS ROCHA,ANDREA MENDES SANCHEZ CAVALERO MEDICINA LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,ANDREA MENDES SANCHEZ CAVALERO MEDICINA LTDA,socio_to_company,22
DECIO JOSE BERNARDES,MINAS MATERIAIS ELETRICOS LTDA,socio_to_company,49
DECIO JOSE BERNARDES,SHAMAH INDUSTRIA E COMERCIO LTDA,socio_to_company,22
FELIPE WALLACE SIMONSEN,AWGS - CURSOS PROFISSIONALIZANTES E IDIOMAS LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,ELITE REPRESENTACOES COMERCIAIS LTDA,socio_to_company,49
ANDRE KRUSCHEWSKY LIMA,DINAMIC INTERNATIONAL BUSINESS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,PENACHIO TRANSPORTES LTDA,socio_to_company,49
DECIO JOSE BERNARDES,BM ATIVIDADES IMOBILIARIAS S/A,socio_to_company,10
JULIANA SANTOS ROCHA,BM ATIVIDADES IMOBILIARIAS S/A,socio_to_company,10
HORACIO MAURO DA COSTA MOURAO,BM ATIVIDADES IMOBILIARIAS S/A,socio_to_company,10
FELIPE WALLACE SIMONSEN,SOCIEDADE CIVIL DOS AMIGOS DO PARQUE DAS GARCAS III,socio_to_company,16
WALTER FRANCISCO SAMPAIO FILHO,COIMBRA CAMARGO ENGENHARIA LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,INCORFAST RIO GRANDE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.,socio_to_company,5
ADRIANO GARZON CORREA,SOUSA JB ESTRUTURAS METALICAS LTDA,socio_to_company,49
ADRIANO GARZON CORREA,JULIMAR COMERCIO DE MOVEIS LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,ROSA MARIA LIMA DE SOUSA E CIA LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,GSG DIGITAL LTDA,socio_to_company,49
LUIZ ANTONIO BULL,BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,socio_to_company,10
ANGELO ANTONIO RIBEIRO DA SILVA,BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,socio_to_company,10
JULIANA SANTOS ROCHA,BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,socio_to_company,16
FELIPE WALLACE SIMONSEN,V. PERFORMANCE LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,CENTRAL DA COXINHA INDUSTRIA DE ALIMENTOS LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,GM&M GESTAO EMPRESARIAL LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,PRESTSERV INFORMATICA S/C LTDA,socio_to_company,28
MASSAHAKI YAMAMOTO JUNIOR,MERCEARIA J. H. S. LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,PENTEADO & PENTEADO REPRESENTACAO COMERCIAL LTDA,socio_to_company,22
JAQUELINE SCARPINELLI,J M PECAS PARA MAQUINAS AGRICOLAS LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,BICHO PAPAO PET SHOP LTDA,socio_to_company,22
AUGUSTO FERREIRA LIMA,SD TRANSPORTES E AGENCIA DE CARGAS AEREAS LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,SALAO DE BELEZA HANCHUK LTDA,socio_to_company,22
VICTOR SUNDER DUARTE PUNJABI,SGP BRASIL LTDA,socio_to_company,49
JULIANA SANTOS ROCHA,SGP BRASIL LTDA,socio_to_company,30
ANGELO ANTONIO RIBEIRO DA SILVA,CENTRO EDUCACIONAL PACHECO & NEGREIROS  S/S LTDA,socio_to_company,49
DECIO JOSE BERNARDES,ZOQUINHA MATERIAL DE CONSTRUCAO LTDA,socio_to_company,49
ANDRE KRUSCHEWSKY LIMA,FLORGEL VIAGENS E TURISMO LTDA,socio_to_company,30
WALTER FRANCISCO SAMPAIO FILHO,LPR NEGOCIOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,INTER 1016 EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,VIP GESTAO EMPRESARIAL E SERVICOS LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,ASSET HOLDING S.A.,socio_to_company,16
ADRIANO GARZON CORREA,FTR DISTRIBUIDORA LTDA,socio_to_company,49
MARIA BLIDES VILELA LEMOS,MR LOGISTICA E TRANSPORTES LTDA,socio_to_company,49
CLAUDILENE FATIMA DE SOUZA SILVA,JANAINA MALTA CALCADOS LTDA,socio_to_company,30
CARMEM LUCIA VILELA,ACADEMIA HIDRO SAUDE LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,YONEZO SASSAKI ADMINISTRACAO DE BENS PROPRIOS LTDA,socio_to_company,49
GIDEAO GIACULI,INCORPORADORA MVP EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,socio_to_company,22
LUIS FELIPE PIRES PINHEIRO DE LIMA,GRM CORPORACOES S.A,socio_to_company,10
RENAN CHERCHIGLIA VILELA,MS VISTORIAS LTDA.,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,IMUNO BRASIL SERVICOS MEDICOS LTDA,socio_to_company,22
GUICUIE DOZONO YAMAMOTO,ELISIOS ANUNCIOS ELETRONICOS LTDA,socio_to_company,22
FELIPE CANCADO VORCARO,AFONSO SALES - SERVICOS E COMERCIO LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,SOCIEDADE MEDICA DE PROFISSIONAIS AFINS LTDA,socio_to_company,22
GIDEAO GIACULI,PHOTO 7 FOTOGRAFIA PROFISSIONAL LTDA,socio_to_company,28
RENAN CHERCHIGLIA VILELA,TORCHIA & PIMENTEL LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,CONSTRUSIL COMERCIO E TRANSPORTES LTDA,socio_to_company,49
CARLOS ROBERTO DE CARVALHO,W.A REPRESENTACOES E CONSULTORIA LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,PAGANI SERVICOS MEDICOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,SG REPRESENTACOES E LOGISTICA LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,RK PISO INDUSTRIAL E PINTURA EPOXI LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,PM BERTI TRANSPORTES LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,SUL INCORPORACAO E EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,socio_to_company,22
LEONARDO REZENDE FERNANDES,WARNOW CONFECCOES LTDA,socio_to_company,49
SEBASTIAO DOS SANTOS MOURA,"CLEARLY PESQUISA, CONSULTORIA, ADMINISTRACAO E CORRETAGEM DE SEGUROS DE VIDA LTDA",socio_to_company,49
SEBASTIAO DOS SANTOS MOURA,LOCKA BRASIL TRANSPORTES E EQUIPAMENTOS LTDA,socio_to_company,49
LEONARDO REZENDE FERNANDES,AGROVALLE LTDA,socio_to_company,49
MASSAHAKI YAMAMOTO JUNIOR,CONSTRUTORA SANVILE LTDA,socio_to_company,49
CLAUDILENE FATIMA DE SOUZA SILVA,EFATA DISTRIBUIDORA DE COSMETICOS LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,CLINICA ODONTOLOGICA ZANETTI LTDA,socio_to_company,49
MASSAHAKI YAMAMOTO JUNIOR,SERRALHERIA DO AMARAL DE RECREIO LTDA,socio_to_company,49
ADRIANO GARZON CORREA,COWNECTA SERVICOS LTDA,socio_to_company,49
LUIZ ANTONIO BULL,JCS SERVICOS LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,D6 EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,22
MARIA BLIDES VILELA LEMOS,IMPERATRIZ MOVEIS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,CONGREGACAO ISRAELITA DE SAO PAULO - TEMPLO BETH-EL,socio_to_company,10
FELIPE WALLACE SIMONSEN,PHK ASSESSORIA FINANCEIRA LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,HOTEIS ELDORADO CUIABA LTDA,socio_to_company,5
MARIA BLIDES VILELA LEMOS,PORTO ACAI E SORVETES LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,CONSTRUTORA MELO PRADO SCP - RESIDENCIAL PRADO,socio_to_company,5
ANGELO ANTONIO RIBEIRO DA SILVA,WILL HOLDING FINANCEIRA S.A.,socio_to_company,10
JAQUELINE SCARPINELLI,CLUBE PX DE BARRA MANSA,socio_to_company,16
JAQUELINE SCARPINELLI,FBUGNI EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,22
LUIZ ANTONIO BULL,LGC REPRESENTACOES COMERCIAIS LTDA,socio_to_company,49
VICTOR SUNDER DUARTE PUNJABI,H.J MANUTENCAO MECANICA E ELETRICA LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,NEXT LEVEL GYM LTDA,socio_to_company,49
MARIA BLIDES VILELA LEMOS,EMILLE STHEFHANNI VIEIRA GOMES TRANSPORTES LTDA,socio_to_company,49
RENAN CHERCHIGLIA VILELA,GRIFFIN DESIGN LTDA,socio_to_company,49
GIDEAO GIACULI,VIP ESPORTES & LAZER LTDA,socio_to_company,49
ANDRE KRUSCHEWSKY LIMA,N & R SERVICOS CONTABEIS LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,PERFECT NUMBERS LTDA,socio_to_company,49
VICTOR SUNDER DUARTE PUNJABI,REAL W TRANSPORTES E PRESTACAO DE SERVICOS LTDA,socio_to_company,22
JAQUELINE SCARPINELLI,LOGOPEL COMERCIO DE EMBALAGENS LTDA.,socio_to_company,49
JAQUELINE SCARPINELLI,NASSRI ARIZA SOCIEDADE INDIVIDUAL DE ADVOCACIA,socio_to_company,65
JAQUELINE SCARPINELLI,NEHME ASSESSORIA & SERVICOS LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,JJC ALMEIDA EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,MARAU NEGOCIOS IMOBILIARIOS LTDA,socio_to_company,5
GUICUIE DOZONO YAMAMOTO,ODONTO MARC LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,LIFE CLINICA LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,AZEVEDO MOREIRA PRESTACAO DE SERVICOS LTDA,socio_to_company,49
MARIA BLIDES VILELA LEMOS,PISCINA'S BAR LTDA,socio_to_company,22
ANGELO ANTONIO RIBEIRO DA SILVA,MAXIMAINVEST SECURITIZADORA DE CREDITOS FINANCEIROS S/A,socio_to_company,10
LUIZ ANTONIO BULL,MAXIMAINVEST SECURITIZADORA DE CREDITOS FINANCEIROS S/A,socio_to_company,10
LUIZ ANTONIO BULL,DOMINGOS LOPES DOS SANTOS REPRESENTACOES COMERCIAIS LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,BOTELHO PICOLE E SORVETES LTDA,socio_to_company,49
VIVIANE YAMAMOTO KLOCK,CHEN INVESTIMENTOS E PARTICIPACOES LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,FMRL SERVICOS MEDICOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,PEDRA PINTADA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,socio_to_company,5
CARLOS ROBERTO DE CARVALHO,ULTRACAR DISTRIBUIDORA DE PECAS LTDA,socio_to_company,49
MASSAHAKI YAMAMOTO JUNIOR,SAGITARIO SERVICOS MEDICOS LTDA,socio_to_company,22
CARMEM LUCIA VILELA,PATRICK WESLEY RIBEIRO JUVENCIO COMERCIO LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,TRANCOSO HOLDING LTDA,socio_to_company,5
JAQUELINE SCARPINELLI,DAIANE MEDEIROS SOCIEDADE INDIVIDUAL DE ADVOCACIA,socio_to_company,65
HUMBERTO JOSE GOMES PEREIRA,ANDERSON CARVALHO CREATIVE DESIGN LTDA,socio_to_company,49
MASSAHAKI YAMAMOTO JUNIOR,SORVETERIA SABOR & MEL LTDA,socio_to_company,49
LUIZ ANTONIO BULL,BANCO MASTER MULTIPLO S.A.,socio_to_company,16
ANDRE KRUSCHEWSKY LIMA,BANCO MASTER MULTIPLO S.A.,socio_to_company,10
ANGELO ANTONIO RIBEIRO DA SILVA,BANCO MASTER MULTIPLO S.A.,socio_to_company,10
MARCIO CHERCHIGLIA VILELA,ESFERA COMERCIO DE CONFECCOES LTDA,socio_to_company,22
LUIZ ANTONIO BULL,G.A. CONSTRUTORA LTDA,socio_to_company,49
MARCIO CHERCHIGLIA VILELA,LA MATERIAL DE CONSTRUCAO LTDA,socio_to_company,5
CLAUDILENE FATIMA DE SOUZA SILVA,TRANSLUSA TRANSPORTES LTDA,socio_to_company,22
VIVIANE YAMAMOTO KLOCK,L P VILELA SERVICOS MEDICOS LTDA,socio_to_company,49
CARMEM LUCIA VILELA,COMUNIDADE EVANGELICA NACAO DA GRACA DE DEUS,socio_to_company,10
AUGUSTO FERREIRA LIMA,MANUTENCAO TECNICA AUTOMOTIVA FREE BIRDS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,CENTRO DE FORMACAO DE CONDUTORES ARAUJO E AREDES LTDA,socio_to_company,30
JAQUELINE SCARPINELLI,INFOSIG COMERCIO E MANUTENCAO DE COMPUTADORES LTDA,socio_to_company,49
MARIA BLIDES VILELA LEMOS,RENATO BARROS VILELA E FILHOS LTDA,socio_to_company,49
RENAN CHERCHIGLIA VILELA,RENATO BARROS VILELA E FILHOS LTDA,socio_to_company,22
JULIANA SANTOS ROCHA,RENATO BARROS VILELA E FILHOS LTDA,socio_to_company,22
CARMEM LUCIA VILELA,RENATO BARROS VILELA E FILHOS LTDA,socio_to_company,49
MARCIO CHERCHIGLIA VILELA,RENATO BARROS VILELA E FILHOS LTDA,socio_to_company,49
HORACIO MAURO DA COSTA MOURAO,PSICOFONO PSICOLOGIA E FONOAUDIOLOGIA LTDA,socio_to_company,22
WALTER FRANCISCO SAMPAIO FILHO,MARTINS & SIGARI LTDA,socio_to_company,22
LUIZ ANTONIO BULL,TERRAZUL COM MATERIAIS P/CONSTRUCAO E TINTAS LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,PINHEIRO E BARBOSA INDUSTRIA E COMERCIO LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,PAULA ANGELO COMERCIO E REPRESENTACOES LTDA,socio_to_company,22
VICTOR SUNDER DUARTE PUNJABI,A CASA INTELIGENTE COMERCIO E SERVICOS LTDA,socio_to_company,22
HUMBERTO JOSE GOMES PEREIRA,GP PARTICIPACOES E EMPREENDIMENTOS LTDA,socio_to_company,22
FELIPE WALLACE SIMONSEN,ASSOCIACAO DE EDUCACAO INFANTIL NOSSA SENHORA DAS GRACAS,socio_to_company,10
FELIPE WALLACE SIMONSEN,VILLA LEONI EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,CONSULTORIO MEDICO DRA GISELLE SILVA COSTA MARTINS LTDA,socio_to_company,22
WALTER FRANCISCO SAMPAIO FILHO,LUXX RASTREADORES VEICULARES LTDA,socio_to_company,49
LUIZ ANTONIO BULL,LUIS DOS SANTOS SOBRINHO E OUTROS,socio_to_company,59
LUIS FELIPE PIRES PINHEIRO DE LIMA,RFS - TECNOLOGIA E INFORMATICA LTDA,socio_to_company,49
DECIO JOSE BERNARDES,PANIFICADORA DA ULA LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,EFF CONSULTORIA IMOBILIARIA LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,GRAVINA MANUTENCAO E CONSERVADORA LTDA,socio_to_company,22
MARIA CELIA DE FATIMA RIBEIRO VILELA,FERNANDA BRITO LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,JR REFRIGERACAO AUTOMOTIVA LTDA,socio_to_company,49
ANGELO ANTONIO RIBEIRO DA SILVA,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS - EM LIQUIDACAO EXTRAJUDICIAL",socio_to_company,10
LUIZ ANTONIO BULL,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS - EM LIQUIDACAO EXTRAJUDICIAL",socio_to_company,10
MARCIO CHERCHIGLIA VILELA,CENTRO DE FORMACAO DE CONDUTORES AGUIAR LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,ASSOCIACAO NA PRATICA,socio_to_company,16
HUMBERTO JOSE GOMES PEREIRA,CASARAO EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
ANGELO ANTONIO RIBEIRO DA SILVA,PREPARA MAIS CURSOS LTDA,socio_to_company,22
JOAO EDUARDO PIRES PINHEIRO DE LIMA,BUENO SANTOS & SANTOS LTDA,socio_to_company,49
MASSAHAKI YAMAMOTO JUNIOR,CONSTRUHISSE - COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO LTDA.,socio_to_company,49
VIVIANE YAMAMOTO KLOCK,MECANICA IRMAOS LAMOUNIER LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,AQUIGAS LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,CLINICA MEDICA FREITAS E DANTAS LTDA,socio_to_company,22
FELIPE CANCADO VORCARO,SLEEPWALKERS ENTRETENIMENTO LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,INTER CATETE EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
WALTER FRANCISCO SAMPAIO FILHO,EURICO PEREIRA DA LUZ LTDA,socio_to_company,49
CARMEM LUCIA VILELA,WALCCK COMERCIO E SERVICOS LTDA,socio_to_company,22
LUIZ ANTONIO BULL,ALABI.NET INFORMATICA LTDA,socio_to_company,22
MASSAHAKI YAMAMOTO JUNIOR,HOSPITAL DIA HEITOR VILASBOAS LTDA,socio_to_company,22
WALTER FRANCISCO SAMPAIO FILHO,GALPAO DA PIZZA LTDA,socio_to_company,49
VICTOR SUNDER DUARTE PUNJABI,PROMOCAO DE VENDAS MASSALHO LTDA,socio_to_company,49
LUIZ ANTONIO BULL,WTC LOCACAO DE EQUIPAMENTOS DE TRANSPORTE E GUINDASTES LTDA,socio_to_company,49
LEONARDO REZENDE FERNANDES,ANIMAL SUPLEMENTOS LTDA,socio_to_company,49
RENAN CHERCHIGLIA VILELA,VERTICALIS ENGENHARIA LTDA,socio_to_company,22
JAQUELINE SCARPINELLI,CHIVANS MOKOBIA LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,SUPERMERCADO LAVERSA LTDA,socio_to_company,22
ANGELO ANTONIO RIBEIRO DA SILVA,QUIMICA RAPALLO LTDA,socio_to_company,49
MARCIO CHERCHIGLIA VILELA,CAETANO CARVALHO EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
FELIPE WALLACE SIMONSEN,STORAGE CAMPINAS LOCACAO DE ESPACOS PARA ARMAZENAGEM LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,YONEZO SASSAKI & FILHOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,UNIVALOR EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
SEBASTIAO DOS SANTOS MOURA,V F PORTO VIDRACARIA REAL LTDA,socio_to_company,49
ANDRE KRUSCHEWSKY LIMA,"GIAS EMPREENDIMENTOS, COMERCIO E SERVICOS LTDA",socio_to_company,22
CARLOS ROBERTO DE CARVALHO,NILTINHO CENTRO AUTOMOTIVO LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,TAKEO NAGATANI E OUTRO,socio_to_company,59
LUIZ ANTONIO BULL,DIVISAO ADMINISTRACAO DE BENS S.A.,socio_to_company,16
DECIO JOSE BERNARDES,QUINTANILHA PINTURA & GRAFIATTO LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,MONICA VANESSA DOS SANTOS CONSONI SOCIEDADE INDIVIDUAL DE ADVOCACIA,socio_to_company,65
GIDEAO GIACULI,HOLLANDA IUNES GESTAO PATRIMONIAL LTDA.,socio_to_company,49
MASSAHAKI YAMAMOTO JUNIOR,RV AUTO PECAS LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,FDG HOME B CONSTRUCOES LTDA,socio_to_company,22
LUIS FELIPE PIRES PINHEIRO DE LIMA,CENTER VINTE LTDA,socio_to_company,49
DECIO JOSE BERNARDES,SOMBRIO ENERGIA SPE LTDA,socio_to_company,5
MARIA BLIDES VILELA LEMOS,DHP BARBACENA COMERCIO LTDA,socio_to_company,22
YARA VIRGINIA DA COSTA COLODINO,LANCHONETE BIANQUINI E BOTELHO LTDA,socio_to_company,49
VIVIANE YAMAMOTO KLOCK,NOVARA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,socio_to_company,49
AUGUSTO FERREIRA LIMA,MISS BELLA LTDA,socio_to_company,22
ANDRE KRUSCHEWSKY LIMA,HORTIVERDE ATACADO LTDA,socio_to_company,49
VICTOR SUNDER DUARTE PUNJABI,DROGARIA LUIZA MEDICAMENTOS LTDA,socio_to_company,49
RENAN CHERCHIGLIA VILELA,HIGIA CONSULTORIO ODONTOLOGICO LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,RAJA CONSTRUTORA LTDA,socio_to_company,49
ANDRE KRUSCHEWSKY LIMA,SAGITARIO SERVICO DE APOIO ADMINISTRATIVO E COMERCIAL LTDA,socio_to_company,49
DECIO JOSE BERNARDES,POLISSENI & BRAMANTE ORGANIZACOES DE EVENTOS LTDA,socio_to_company,22
JOAO EDUARDO PIRES PINHEIRO DE LIMA,ALMEIDA COMUNICACAO PUBLICIDADE & PROPAGANDA LTDA,socio_to_company,22
CLAUDILENE FATIMA DE SOUZA SILVA,GESTACARD GESTAO DE NEGOCIOS S/A,socio_to_company,10
JAQUELINE SCARPINELLI,AVATAR RECUPERACAO E COMERCIO DE RESIDUOS LTDA,socio_to_company,49
ANDRE KRUSCHEWSKY LIMA,RIVERSIDE COBRANCAS LTDA,socio_to_company,22
DECIO JOSE BERNARDES,C.A.M. ANDRADE & CIA LTDA.,socio_to_company,22
GUICUIE DOZONO YAMAMOTO,VIZAR SAUDE SERVICOS EM ASSISTENCIA A SAUDE LTDA,socio_to_company,49
LUIZ ANTONIO BULL,CRAFT COMERCIO DE PRESENTES LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,MAX II EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
YARA VIRGINIA DA COSTA COLODINO,LARANJA LIMA COMERCIO DE CONFECCOES LTDA,socio_to_company,30
VICTOR SUNDER DUARTE PUNJABI,SANTOS & RIBEIRO CARTUCHOS E SERVICOS DE INFORMATICA LTDA,socio_to_company,49
LUIZ ANTONIO BULL,JOLYRAZURE CONFECCOES LTDA,socio_to_company,49
ANGELO ANTONIO RIBEIRO DA SILVA,GUIMARAES & GUIMARAES COPIAS LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,PREVEN ODONTO S/C LTDA.,socio_to_company,49
JAQUELINE SCARPINELLI,GUSMON PICULO LTDA,socio_to_company,49
VIVIANE YAMAMOTO KLOCK,COMERCIAL RANI LTDA,socio_to_company,49
AUGUSTO FERREIRA LIMA,ESPERANCA EQUIPAMENTOS PARA VEICULOS E MATERIAIS DE CONSTRUCAO LTDA,socio_to_company,49
ANGELO ANTONIO RIBEIRO DA SILVA,VISUAL DE RESENDE-BAZAR LTDA,socio_to_company,22
ADRIANO GARZON CORREA,PETROMUNDIZ REPRESENTACAO LTDA,socio_to_company,28
GUICUIE DOZONO YAMAMOTO,CONSULAB - CONSULTORIOS MEDICOS LTDA,socio_to_company,22
LUIZ ANTONIO BULL,HOTEL GUARUMAR LTDA,socio_to_company,49
HORACIO MAURO DA COSTA MOURAO,COSTA & RODRIGUES CONSTRUCOES E SERVICOS LTDA,socio_to_company,22
JAQUELINE SCARPINELLI,CHECCHIA PROMOCOES E EVENTOS LTDA,socio_to_company,22
VIVIANE YAMAMOTO KLOCK,V & M AUTO MECANICA LTDA,socio_to_company,49
LUIZ ANTONIO BULL,RIO IMPORTADOS COMERCIO DE MERCADORIAS EM GERAL LTDA,socio_to_company,49
HORACIO MAURO DA COSTA MOURAO,BELLA ITALIA PIZZARIA LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,CI SERV SERVICOS E ADMINISTRACAO LTDA,socio_to_company,49
LUIZ ANTONIO BULL,GLOBAL IMOVEIS PIRITUBA LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,LM COMERCIO DE GENEROS ALIMENTICIOS LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,VAREJAO NEVES LIMITADA,socio_to_company,49
ANGELO ANTONIO RIBEIRO DA SILVA,MOBIL VEICULOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,TEKNOHOW PLANEJAMENTO E ADMINISTRACAO HOTELEIRA S/C. LTDA.,socio_to_company,49
LUIZ ANTONIO BULL,MACANUTI LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,PRO LIFE INVESTIMENTOS E NEGOCIOS LTDA,socio_to_company,49
LUIZ ANTONIO BULL,LUIS DOS SANTOS SOBRINHO E OUTRO,socio_to_company,59
ANGELO ANTONIO RIBEIRO DA SILVA,MD IMOVEIS E PARTICIPACOES LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,BARCELONA ALIMENTOS LTDA,socio_to_company,49
VIVIANE YAMAMOTO KLOCK,FULLDARIN RESTAURANTE MINAS SHOPPING LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,ALLDROP INDUSTRIA E COMERCIO LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,DINASTIA EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,49
CARMEM LUCIA VILELA,DONATO TRANSPORTES LTDA,socio_to_company,22
LEONARDO REZENDE FERNANDES,FAMI CAPITAL AI LTDA.,socio_to_company,22
GIDEAO GIACULI,DABRAMO NOTEBOOK LTDA,socio_to_company,49
ADRIANO GARZON CORREA,NEGOCIO E NEGOCIOS LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,DESVAIRADOS ARTES CENICAS LTDA,socio_to_company,22
LUIZ ANTONIO BULL,"S.R.O. PRODUTOS OPTICOS COMERCIO, IMPORTACAO E EXPORTACAO LTDA",socio_to_company,49
GUICUIE DOZONO YAMAMOTO,CENTRO ESPIRITA ABAETE,socio_to_company,16
ADRIANO GARZON CORREA,LEUGIM REPRESENTACOES LTDA,socio_to_company,22
